ID,author,title,year,journal,volume,number,pages,url,doi
543,William R King,An Empirical Assessment of the Organization of Transnational Information Systems WILLIAM R. KING AND VIKRAM SETHI,,Journal of Management Information Systems,15,4,,,
544,Padmal Vitharana and Julie King and Shih Chapman,Impact of Internal Open Source Development on Reuse: Participatory Reuse in Action,,Journal of Management Information Systems,27,2,,,10.2753/MIS0742-1222270209
545,Youngsok Bang and Dong-Joo Lee and Kunsoo Han and Minha Hwang and Jae-Hyeon Ahn,"Channel Capabilities, Product Characteristics, and the Impacts of Mobile Channel Introduction YOUNGSOK BANG, DONG-JOO LEE, KUNSOO HAN, MINHA HWANG, AND JAE-HYEON AHN",,Journal of Management Information Systems,30,2,,,10.2753/MIS0742-1222300204
546,Paul H Cheney and Donald L Amoroso,Organizational Factors Affecting the Success of End-User Computing,,Journal of Management Information Systems,3,1,,,
547,Jahangir Karimi and P. Yash and Tonim Gupta and Jahangir Somers and Karimi and Toni M Somers,Impact of Competitive Strategy and Information Technology Maturity on Firms' Strategic Response to Globalization,,Journal of Management Information Systems,12,4,,,
548,,,,Journal of Management Information Systems,6,2,,,
549,Vladimir Zwass,,,Journal of Management Information Systems,7,2,,,
550,Michael Siering,Information Processing on Online Review Platforms MICHAEL SIERING AND CHRISTIAN JANZE*,,Journal of Management Information Systems,36,4,,,10.1080/07421222.2019.1661094
551,,,,Journal of Management Information Systems,21,3,,,
552,George M Kasper and Andrew H Morris,The Effect of Presentation Media on Recipient Performance in Text-based Information Systems,,Journal of Management Information Systems,4,4,,,
553,Xueming Luo and Jie Zhang,How Do Consumer Buzz and Traffic in Social Media Marketing Predict the Value of the Firm?,,Journal of Management Information Systems,30,2,,,10.2753/MIS0742-1222300208
554,Juhee Kwon and M. Eric and Johnson Juhee Kwon and Mis Quarterly and M. Eric Johnson,Health-Care Security Strategies for Data Protection and Regulatory Compliance,,Journal of Management Information Systems,30,2,,,10.2753/MIS0742-1222300202
555,Bruce A Reinig,The Dynamic Effects of Group Support Systems on Group Meetings BRUCE A. REINIG AND BONGSIK SHIN,,Journal of Management Information Systems,19,2,,,
556,Clemens F Köhler and Els Breugelmans and Benedict G C Dellaert,Consumer Acceptance of Recommendations by Interactive Decision Aids: The Joint Role of Temporal Distance and Concrete Versus Abstract Communications,,Journal of Management Information Systems,27,4,,,10.2753/MIS0742-1222270408
557,Jerry Kane,"The Rise of the Promoters: User Classes and Contribution Patterns in Enterprise Social Media BURCU BULGURCU, WIETSKE VAN OSCH, AND",,Journal of Management Information Systems,35,2,,,10.1080/07421222.2018.1451960
558,Christopher Deephouse and Tridas Mukhopadhyay and Dennis R Goldenson and Marc I Kellner,Software Processes and Project Performance,,Journal of Management Information Systems,12,3,,,
559,Hajo A Reliers and Selma Limam and Wil M P Van Der Aalst,"Product-Based Workflow Design HAJO A. REIJERS, SELMA LIMAM, AND WIL M.P. VAN DER AALST",,Journal of Management Information Systems,20,1,,,
560,Abe Lockman and Naftaly Minsky,Designing Financial Information Systems for Auditability,,Journal of Management Information Systems,1,1,,,
561,,,,Journal of Management Information Systems,30,1,,,10.2753/MIS0742-1222300100
562,Geng Cui and Man Leung Wong and Leung Wong and Xiang Wan,Cost-Sensitive Learning via Priority Sampling to Improve the Return on Marketing and CRM Investment,,Journal of Management Information Systems,29,1,,,10.2753/MIS0742-1222290110
563,Liangfei Qiu and Huaxia Rui and Andrew B Whinston,The Impact of Social Network Structures on Prediction Market Accuracy in the Presence of Insider Information,,Journal of Management Information Systems,31,1,,,10.2753/MIS0742-1222310107
564,Subo Guha and Varun Grover and William J Kettinger and James T C Teng,Business Process Change and Organizational Performance: Exploring an Antecedent Model,,Journal of Management Information Systems,14,1,,,
565,George Diehr and Aditya N Saharia and David Chao,Maintaining Remote Decision Support Databases,,Journal of Management Information Systems,7,2,,,
566,,,,Journal of Management Information Systems,30,3,,,10.2753/MIS0742-1222300300
567,Minder Chen,A Model-Driven Approach to Accessing Managerial Information: The Development of a Repository-Based Executive Information System,,Journal of Management Information Systems,11,4,,,
568,Benjiang Lu,"Corporate Blogging and Job Performance: Effects of Work-related and Nonwork-related Participation BENJIANG LU, XUNHUA GUO, NIANLONG LUO, AND GUOQING CHEN",,Journal of Management Information Systems,32,4,,,10.1080/07421222.2015.1138573
569,Tae Kyung Sung,"Dynamics of Modeling in Data Mining: Interpretive Approach to Bankruptcy Prediction TAE KYUNG SUNG, NAMSIK CHANG, AND GUNHEE LEE",,Journal of Management Information Systems,16,1,,,
570,Erol Kazan and Chee-Wee Tan and Eric T K Lim and Carsten Sørensen and Jan Damsgaard,Disentangling Digital Platform Competition: The Case of UK Mobile Payment Platforms,,Journal of Management Information Systems,35,1,,,10.1080/07421222.2018.1440772
571,Mariam Fatemeh and Nitin Zahedi and Mariam Walia and Zahedi and Nitin Walia,Augmented Virtual Doctor Office: Theory-based Design and Assessment,,Journal of Management Information Systems,33,3,,,10.1080/07421222.2016.1243952
572,Sang M Lee,"An Empirical Study of the Relationships among End-User Information Systems Acceptance, Training, and Effectiveness SANG M. LEE, YEONG R. KIM, AND JAEJUNG LEE",,Journal of Management Information Systems,12,2,,,
573,Jack T Hogue,Decision Support Systems and the Traditional Computer Information System Function: An Examination of Relationships during DSS Application Development,,Journal of Management Information Systems,2,1,,,
574,Susan B Davidson and Mark M Winkler,A Performance Comparison of Optimistic versus Conservative Strategies during Partition Failures in Distributed Databases,,Journal of Management Information Systems,4,2,,,
575,Sirkka L Jarvenpaa and Kathleen Knoll and Dorothy E Leidner and Sirkka L Jarvbnpaa and Kathlren Knoll and Dorothy E Li-Idniir,Is Anybody Out There? Antecedents of Trust in Global Virtual Teams,,Journal of Management Information Systems,14,4,,,
576,Zhengrui Jiang and Sumit Sarkar,Speed Matters: The Role of Free Software Offer in Software Diffusion,,Journal of Management Information Systems,26,3,,,10.2753/MIS0742-1222260307
577,Dan Ma,Push or Pull? A Website's Strategic Choice of Content Delivery Mechanism,,Journal of Management Information Systems,32,1,,,10.1080/07421222.2015.1029400
578,Jeevan Jaisingh and Eric W K See-To and Kar Yan and Tam Jeevan Jaisingh,The Impact of Open Source Software on the Strategic Choices of Firms Developing Proprietary Software,,Journal of Management Information Systems,25,3,,,10.2753/MIS0742-1222250307
579,Paulo B Goes,Social Influence and Monetization of Freemium Social Games,,Journal of Management Information Systems,36,3,,,10.1080/07421222.2019.1628878
580,Robert P Minch,Application and Research Areas for Hypertext in Decision Support Systems,,Journal of Management Information Systems,6,3,,,
581,Charles E Paddock,An Assessment of Productivity and Operations Control as Motives for Office Automation,,Journal of Management Information Systems,1,4,,,
582,,,,Journal of Management Information Systems,26,1,,,10.2753/MIS0742-1222260100
583,Rajiv D Banker and Robert J Kauffman and Richard C Morey,Measuring Gains in Operational Efficiency from Information Technology: A Study of the Positran Deployment at Hardee's Inc.*,,Journal of Management Information Systems,7,2,,,
584,Bruce Dehning and Vernon J Richardson and Andrew Urbaczewski and John D Wells,Reexamining the Value Relevance of E-Commerce Initiatives,,Journal of Management Information Systems,21,1,,,
585,Viswanath Venkatesh and Sandeep Goyal,Impact of an Enterprise System Implementation on Job Outcomes: Challenging the Linearity Assumption,,Journal of Management Information Systems,39,1,,,10.1080/07421222.2021.2023405
586,Albert L Lederer,Special Section: Computer Personnel Research,,Journal of Management Information Systems,9,4,,,
587,Eric K Clemons and Rajiv M Dewan and Robert J Kauffman and Thomas A Weber,Special Section: When Machine Meets Society: Social Impacts of Information and Information Economics,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205920
588,Seema Bandyopadhyay,Estimating Time Required to Reach Bid Levels in Online Auctions,,Journal of Management Information Systems,26,3,,,10.2753/MIS0742-1222260309
589,Robert J Kauffman and Thomas A Weber,Special Section: Improving New Digital Market Mechanisms,,Journal of Management Information Systems,38,3,,,10.1080/07421222.2021.1958541
590,Bruce R Lewis and Charles A Snyder and R. Kelly and Rainer Bruce and R. Lewis and Charles A Sn Yder and Hugh Watson and George Houdeshel,An Empirical Assessment of the Information Resource Management Construct,,Journal of Management Information Systems,12,1,,,
591,Sangseok You and Cathy Liu and Xitong Li,Algorithmic versus Human Advice: Does Presenting Prediction Performance Matter for Algorithm Appreciation?,,Journal of Management Information Systems,39,2,,,10.1080/07421222.2022.2063553
592,Frederick J Riggins,A Multichannel Model of Separating Equilibrium in the Face of the Digital Divide,,Journal of Management Information Systems,21,2,,,
593,Prabu Davamanirajan and Robert J Kauffman and Charles H Kriebel and Tridas Mukhopadhyay,"Systems Design, Process Performance, and Economic Outcomes in International Banking",,Journal of Management Information Systems,23,2,,,10.2753/MIS0742-1222230204
594,Rajiv M Dewan and Marshall L Freimer and Jie Zhang,Management and Valuation of Advertisement-Supported Web Sites,,Journal of Management Information Systems,19,3,,,
595,Abraham Seidmann,Competing in Information-Intensive Services: Analyzing the Impact of Task Consolidation and Employee Empowerment ABRAHAM SETDMANN AND ARUN SUNDARARAJAN,,Journal of Management Information Systems,14,2,,,
596,Hongyi Zhu and Sagar Samtani and Hsinchun Chen and Jay F Nunamaker,Human Identification for Activities of Daily Living: A Deep Transfer Learning Approach,,Journal of Management Information Systems,37,2,,,10.1080/07421222.2020.1759961
597,J. T M Van Der Zee and Berend De and Jong J T M Van Der Zee,Alignment Is Not Enough: Integrating Business and Information Technoiogy Management with the Balanced Business Scorecard,,Journal of Management Information Systems,16,2,,,
598,Daniel Q Chen and David S Preston and Weidong Xia,Antecedents and Effects of CIO Supply-Side and Demand-Side Leadership: A Staged Maturity Model,,Journal of Management Information Systems,27,1,,,10.2753/MIS0742-1222270110
599,Robert O Briggs and Jay F Nunamaker and Ralph Sprague,Special Section Applied Science Research in Information Systems: The Last Research Mile,,Journal of Management Information Systems,28,1,,,10.2753/MIS0742-1222280101
600,Ravi Aron and Eric K Clemons,Achieving the Optimal Balance Between Investment in Quality and Investment in Self-Promotion for Information Products,,Journal of Management Information Systems,18,2,,,
601,Vladimir Zwass,Editorial Introduction,,Journal of Management Information Systems,38,2,,,10.1080/07421222.2021.1912908
602,Eunae Yoo,"Diffusion on Social Media Platforms: A Point Process Model for Interaction among Similar Content EUNAE YOO, BIN GU, AND ELLIOT RABINOVICH",,Journal of Management Information Systems,36,4,,,10.1080/07421222.2019.1661096
603,,,,Journal of Management Information Systems,32,2,,,10.1080/07421222.2015.1063266
604,,,,Journal of Management Information Systems,9,1,,,
605,Che-Wei Liu and Peng Huang and Henry C Lucas,Centralized Information Technology Decision Making and Cybersecurity Breaches: Evidence from U.S. Higher Education Institutions,,Journal of Management Information Systems,37,3,,,10.1080/07421222.2020.1790190
606,Robert O Briggs and Mark Adkins and Daniel Mittleman,A Technology Transition Model Derived from Field Investigation of GSS Use Aboard the U.S.S. CORONADO,,Journal of Management Information Systems,15,3,,,
607,René Riedl and Peter N C Mohr and Peter H Kenning and Fred D Davis and Hauke R Heekeren,Trusting Humans and Avatars: A Brain Imaging Study Based on Evolution Theory,,Journal of Management Information Systems,30,4,,,10.2753/MIS0742-1222300404
608,,,,Journal of Management Information Systems,24,3,,,
609,Jean-Frangois Ivianzoni and Albert A Angehrn and Ois Manzoni,Understanding Organizational Dynamics of IT-Enabled Change: A Multimedia Simulation Approach,,Journal of Management Information Systems,14,3,,,
610,Jan Marco Leimeister and Michael Huber and Helmut Krcmar,Leveraging Crowdsourcing: Activation-Supporting Components for IT-Based Ideas Competition,,Journal of Management Information Systems,26,1,,,10.2753/MIS0742-1222260108
