ID,ENTRYTYPE,doi,year,volume,number,url,journal,title,author,pages,abstract,language,dblp_key
000509,article,10.2307/41409971,2011,35,4,,MIS Quarterly,Privacy in the Digital Age: A Review of Information Privacy Research in Information Systems,Bélanger and Crossler,1017,,,
000510,article,10.25300/MISQ/2013/37.1.07,2013,37,1,https://misq.umn.edu/examining-the-relational-benefits-of-improved-interfirm-information-processing-capability-in-buyer-supplier-dyads.html,MIS Quarterly,Examining the Relational Benefits of Improved Interfirm Information Processing Capability in Buyer-Supplier Dyads,"Wang, Eric T. G. and Tai, Jeffrey C. F. and Grover, Varun",149--173,,,
000511,article,10.2307/25148626,2004,28,1,,MIS Quarterly,"Review: The Resource-Based View and Information Systems Research: Review, Extension, and Suggestions for Future Research",Wade and Hulland,107,,,
000512,article,10.25300/MISQ/2014/38.1.14,2014,38,1,https://misq.umn.edu/information-technology-capability-and-firm-performance-contradictory-findings-and-their-possible-causes.html,MIS Quarterly,Information Technology Capability and Firm Performance: Contradictory Findings and Their Possible Causes,"Chae, Ho-Chang and Koh, Chang E. and Prybutok, Victor R.",305--326,,,
000513,article,10.2307/25148715,2006,30,1,,MIS Quarterly,The Personalization Privacy Paradox: An Empirical Evaluation of Information Transparency and the Willingness to Be Profiled Online for Personalization,Awad and Krishnan,13,,,
000514,article,10.2307/25148781,2007,31,1,,MIS Quarterly,Assimilation of Enterprise Systems: The Effect of Institutional Pressures and the Mediating Role of Top Management,Liang and Saraf and Hu and Xue,59,,,
000515,article,10.2307/25148636,2004,28,2,,MIS Quarterly,Review: Information Technology and Organizational Performance: An Integrative Model of IT Business Value,Melville and Kraemer and Gurbaxani,283,,,
000516,article,10.2307/3250961,2001,25,1,,MIS Quarterly,Review: Knowledge Management and Knowledge Management Systems: Conceptual Foundations and Research Issues,"Alavi, Maryam and Leidner, Dorothy E.",107,,,
000517,article,10.2307/23043496,2011,35,1,,MIS Quarterly,How Information Management Capability Influences Firm Performance,Mithas and Ramasubbu and Sambamurthy,237,,,
000518,article,10.25300/MISQ/2013/37.2.01,2013,37,2,https://misq.umn.edu/positioning-and-presenting-design-science-research-for-maximum-impact.html,MIS Quarterly,Positioning and Presenting Design Science Research for Maximum Impact,"Gregor, Shirley and Hevner, Alan R.",337--355,,,
000519,article,10.2307/30036540,2003,27,3,,MIS Quarterly,User Acceptance of Information Technology: Toward a Unified View,Venkatesh and Morris and Davis and Davis,425,,,
000520,article,10.25300/MISQ/2018/12361,2018,42,1,https://misq.umn.edu/user-service-innovation-on-mobile-phone-platforms-investigating-impacts-of-lead-userness-toolkit-support-and-design-autonomy.html,MIS Quarterly,"User Service Innovation on Mobile Phone Platforms: Investigating Impacts of Lead Userness, Toolkit Support, and Design Autonomy","Ye, Hua (Jonathan) and Kankanhalli, Atreyi",165--187,,,
000521,article,10.25300/MISQ/2019/15117,2019,43,2,https://misq.umn.edu/seeing-the-forest-and-the-trees-a-meta-analysis-of-the-antecedents-to-information-security-policy-compliance.html,MIS Quarterly,Seeing the Forest and the Trees: A Meta-Analysis of the Antecedents to Information Security Policy Compliance,"Cram, W. Alec and D'Arcy, John and Proudfoot, Jeffrey G.",525--554,,,
000522,article,10.25300/MISQ/2013/37.4.03,2013,37,4,https://misq.umn.edu/impact-of-wikipedia-on-market-information-environment-evidence-on-management-disclosure-and-investor-reaction.html,MIS Quarterly,Impact of Wikipedia on Market Information Environment: Evidence on Management Disclosure and Investor Reaction,"Xu, Sean Xin and Zhang, Xiaoquan (Michael)",1043--1068,,,
000523,article,10.2307/248731,1989,13,4,,MIS Quarterly,Corporate Videotex: A Strategic Business Information System,"Kusekoski, Gene",,,,
000524,article,10.2307/41703489,2012,36,3,,MIS Quarterly,The Hole in the Whole: A Response to Allen and March,Shanks and Weber,965,,,
000527,article,10.25300/MISQ/2019/15049,2019,43,3,,MIS Quarterly,Mobile App Recommendation: An Involvement-Enhanced Approach,"He, Jiangning and Fang, Xiao and Liu, Hongyan and Li, Xindan",827--849,,,
000528,article,10.25300/MISQ/2016/40.3.09,2016,40,3,,MIS Quarterly,Pirates in the Lab: Using Incentivized Choice Experiments to Explore Preference for (Un)Authorized Content,"Ćwiakowski, Piotr and Giergiczny, Marek and Krawczk, Michał",709--715,,,
000530,article,10.2307/249175,1978,2,3,,MIS Quarterly,A Management View of Systems Analysts: Failures and Shortcomings,"Senn, James A.",,,,
000531,article,10.2307/249697,1992,16,1,,MIS Quarterly,Logic Programming as a Paradigm for Financial Modeling: A Comment,"McLintock, A. J. and Berry, R. H.",,,,
000533,article,10.25300/MISQ/2020/14435/,2020,44,4,https://misq.umn.edu/can-recommender-systems-reduce-healthcare-costs-the-role-of-time-pressure-and-cost-transparency-in-prescription-choice.html,MIS Quarterly,Can Recommender Systems Reduce Healthcare Costs? The Role of Time Pressure and Cost Transparency in Prescription Choice,"Bouayad, Lin and Padmanabhan, Balaji and Chari, Kaushal",1859--1903,,,
000534,article,10.2307/249490,1999,23,4,,MIS Quarterly,Learning Dysfunctions in Information Systems Development: Overcoming the Social Defenses with Transitional Objects,"Wastell, David G.",581,,,
000535,article,10.2307/249157,1981,5,1,,MIS Quarterly,Observing Organizational Environments: A Systematic Approach for Information Analysts,"Kendall, Kenneth E. and Kendall, Julie E.",43,,,
000537,article,10.2307/25148769,2006,30,,,MIS Quarterly,The Ecology of Standards Processes: Insights from Internet Standard Making,Nickerson and Muehlen,467,,,
000538,article,10.25300/MISQ/2020/14947,2021,45,1,,MIS Quarterly,"Provisioning Interoperable Disaster Management Systems: Integrated, Unified, and Federated Approaches","Guo, Hong and Liu, Yipeng and Nault, Barrie R.",45--82,,,
000539,article,10.2307/248715,1977,1,3,,MIS Quarterly,Errata Notes,,,,eng,
000540,article,10.25300/MISQ/2021/16543,2021,45,3,https://misq.umn.edu/coordinating-human-and-machine-learning-for-effective-organizational-learning.html,MIS Quarterly,Coordinating Human and Machine Learning for Effective Organization Learning,"Sturm, Timo and Gerlacha, Jin and Pumplun, Luisa and Mesbah, Neda and Peters, Felix and Tauchert, Christoph and Nan, Ning and Buxmann, Peter",1581--1602,"With the rise of machine learning (ML), humans are no longer the only ones capable of learning and contributing to an organization’s stock of knowledge. We study how organizations can coordinate human learning and ML in order to learn effectively as a whole. Based on a series of agent-based simulations, we find that, first, ML can reduce an organization’s demand for human explorative learning that is aimed at uncovering new ideas; second, adjustments to ML systems made by humans are largely beneficial, but this effect can diminish or even become harmful under certain conditions; and third, reliance on knowledge created by ML systems can facilitate organizational learning in turbulent environments, but this requires significant investments in the initial setup of these systems as well as adequately coordinating them with humans. These insights contribute to rethinking organizational learning in the presence of ML and can aid organizations in reallocating scarce resources to facilitate organizational learning in practice.",,
000541,article,10.2307/249146,1979,3,1,,MIS Quarterly,A Framework for MIS Software Development Projects,"Moore, Jeffrey H.",,,,
000542,article,10.2307/248745,1983,7,4,,MIS Quarterly,A Field Study of End User Computing: Findings and Issues,"Benson, David H.",35,,,
000543,article,10.2307/248744,1983,7,4,,MIS Quarterly,Developing a Corporate Private Network,"McCauley, Herbert N.",,,,
000545,article,10.2307/249020,1977,1,4,,MIS Quarterly,RAFT: An Information System for Fiscal Analysis,"Johnson, James C. and Kozar, Kenneth A. and Ruch, David A.",,,,
000546,article,10.2307/248720,1989,13,4,,MIS Quarterly,Authors' Response to Bordoloi and Lauer: Problems of Applying OLS/Path Analysis for Estimating Structural (Multi-Equation) Models,"Tait, Peter and Vessey, Iris",,,,
000547,article,10.2307/248866,1980,4,1,,MIS Quarterly,Information Systems Skill Requirements: A Survey,"Cheney, Paul H. and Lyons, Norman R.",35,,,
000548,article,10.2307/30036528,2003,27,2,,MIS Quarterly,Special Issue on Redefining the Organizational Roles of Information Technology in the Information Age,Zmud,,,,
000550,article,10.25300/MISQ/2020/15103,2020,44,1,,MIS Quarterly,Examining How Chronically Ill Patients’ Reactions to and Effective Use of Information Technology Can Influence How Well They Self-Manage Their Illness,"Savoli, Azadeh and Barki, Henri and Pare, Guy",351--389,,,
000551,article,10.25300/MISQ/2020/14424,2020,44,1,https://misq.umn.edu/taming-the-complexity-in-search-matching-two-sided-recommender-systems-on-digital-platforms.html,MIS Quarterly,Taming the Complexity in Search Matching: Two-Sided Recommender Systems on Digital Platforms,"Malgonde, Onkar and Zhang, He and Padmanabhan, Balaji and Limayem, Moez",48--84,,,
000552,article,10.25300/MISQ/2019/13980,2019,43,2,https://misq.umn.edu/mutual-understanding-in-information-systems-development-changes-within-and-across-projects.html,MIS Quarterly,Mutual Understanding in Information Systems Development: Changes Within and Across Projects,"Jenkin, Tracy A. and Chan, Yolanda E. and Sabherwal, Rajiv",649--671,,,
000553,article,10.2307/249789,1990,14,4,,MIS Quarterly,A Network Infrastructure to Contain Costs and Enable Fast Response: The TRW Process,"Railing, Larry and Housel, Tom",,,,
000554,article,10.2307/248895,1990,14,3,,MIS Quarterly,"KBS Circles: A Technology Transfer Initiative That Leverages Xerox's ""Leadership through Quality Program""","Maletz, Mark C.",,,,
000556,article,10.2307/249176,1978,2,3,,MIS Quarterly,Development Patterns for Decision Support Systems,"Alter, Steven",33,,,
000557,article,10.2307/25148709,2005,29,4,,MIS Quarterly,Errata Notes: What Happens after ERP Implementation: Understanding the Impact of Interdependence and Differentiation on Plant-Level Outcomes,DeGross,,,,
000558,article,10.2307/249619,1994,18,3,,MIS Quarterly,An Exploratory Study of Roles in Computer-Supported Groups,"Zigurs, Ilze and Kozar, Kenneth A.",277,,,
000559,article,10.2307/20650293,2009,33,2,,MIS Quarterly,Interactive Decision Aids for Consumer Decision Making in E-Commerce: The Influence of Perceived Strategy Restrictiveness,Wang and Benbasat,293,,,
000560,article,10.25300/MISQ/2014/38.2.13,2014,38,2,https://misq.umn.edu/coordinating-expertise-across-knowledge-boundaries-in-offshore-outsourcing-projects-the-role-of-codification.html,MIS Quarterly,Coordinating Expertise Across Knowledge Boundaries in Offshore-Outsourcing Projects: The Role of Codification,"Kotlarsky, Julia and Scarbrough, Harry and Oshri, Ilan",607--627,,,
000561,article,10.2307/25148828,2008,32,1,,MIS Quarterly,Extending the Understanding of End User Information Systems Satisfaction Formation: An Equitable Needs Fulfillment Model Approach,Au and Ngai and Cheng,43,,,
000564,article,10.25300/MISQ/2017/41.3.15,2017,41,3,,MIS Quarterly,"Ending the Mending Wall: Herding, Media Coverage, and Colocation in IT Entrepreneurship","Greenwood, Brad N. and Gopal, Anandasivam",989--1007,,,
000565,article,10.2307/248969,1987,11,4,,MIS Quarterly,Interconnect Technology as a Management Challenge,"Lorin, Harold and Ball, Leslie D. and Eloy, Gilbert",,,,
000568,article,10.25300/MISQ/2015/39.1.02,2015,39,1,https://misq.umn.edu/how-does-the-internet-affect-the-financial-market-an-equilibrium-model-of-internet-facilitated-feedback-trading.html,MIS Quarterly,How Does the Internet Affect the Financial Market? An Equilibrium Model of Internet-Facilitated Feedback Trading,"Zhang, Xiaoquan (Michael) and Zhang, Lihong",17--38,,,
000569,article,10.25300/MISQ/2018/14225,2018,42,2,https://misq.umn.edu/the-value-of-reciprocity-in-online-barter-markets-an-empirical-investigation.html,MIS Quarterly,The Value of Reciprocity in Online Barter Markets: An Empirical Investigation,"Ye, Shun and Viswanathan, Siva and Hann, Il-Horn",521--549,,,
000570,article,10.25300/MISQ/2016/40.4.04,2016,40,4,https://misq.umn.edu/mining-massive-fine-grained-behavior-data-to-improve-predictive-analytics.html,MIS Quarterly,Mining Massive Fine-Grained Behavior Data to Improve Predictive Analytics,"Martens, David and Provost, Foster and Clark, Jessica and Junqué de Fortuny, Enric",869--888,,,
000571,article,10.25300/MISQ/2021/16553,2021,45,3,https://misq.umn.edu/will-humans-in-the-loop-become-borgs-merits-and-pitfalls-of-working-with-ai.html,MIS Quarterly,Will Humans-in-the-Loop Become Borgs? Merits and Pitfalls of Working with AI,"Fügener, Andreas and Grahl, Jörn and Gupta, Alok and Ketter, Wolfgang",1527--1556,"We analyze how advice from an AI affects complementarities between humans and AI, in particular what humans know that an AI does not know: “unique human knowledge.” In a multi-method study consisting of an analytical model, experimental studies, and a simulation study, our main finding is that human choices converge toward similar responses improving individual accuracy. However, as overall individual accuracy of the group of humans improves, the individual unique human knowledge decreases. Based on this finding, we claim that humans interacting with AI behave like “Borgs,” that is, cyborg creatures with strong individual performance but no human individuality. We argue that the loss of unique human knowledge may lead to several undesirable outcomes in a host of human–AI decision environments. We demonstrate this harmful impact on the “wisdom of crowds.” Simulation results based on our experimental data suggest that groups of humans interacting with AI are far less effective as compared to human groups without AI assistance. We suggest mitigation techniques to create environments that can provide the best of both worlds (e.g., by personalizing AI advice). We show that such interventions perform well individually as well as in wisdom of crowds settings.",,
000572,article,10.2307/25148721,2006,30,1,,MIS Quarterly,Incorporating Software Agents into Supply Chains: Experimental Investigation with a Procurement Task,Nissen and Sengupta,,,,
000573,article,10.2307/25148643,2004,28,3,,MIS Quarterly,Networks of Action: Sustainable Health Information Systems across Developing Countries,Braa and Monteiro and Sahay,337,,,
000574,article,10.2307/249628,1995,19,4,,MIS Quarterly,Added Value and Pricing with Information Technology,"Nault, Barrie R. and Dexter, Albert S.",,,,
000575,article,10.2307/249316,1980,4,3,,MIS Quarterly,Incorporating Data Dictionary/Directory and Team Approaches into the Systems Development Process,"Semprevivo, Phil",,,,
000576,article,10.2307/249046,1979,3,4,,MIS Quarterly,Stabilizing an MIS,"McNeil, D. H.",,,,
000579,article,10.2307/23042801,2011,35,3,,MIS Quarterly,Stepping into the Internet: New Ventures in Virtual Worlds,Wasko and Teigland and Leidner and Jarvenpaa,645,,,
000580,article,10.25300/MISQ/2014/38.3.12,2014,38,3,https://misq.umn.edu/a-matter-of-life-and-death-exploring-conceptualizations-of-sociomateriality-in-the-context-of-critical-care.html,MIS Quarterly,A Matter of Life and Death: Exploring Conceptualizations of Sociomateriality in the Context of Critical Care,"Jones, Matthew",895--925,,,
000581,article,10.25300/MISQ/2020/14839,2020,44,3,,MIS Quarterly,The Effect of Shortening Lock-in Periods in Telecommunication Services,"Yang, Baojiang and de Matos, Miguel Godhinho and Ferreira, Pedro",1391--1409,,,
