case,ID,ENTRYTYPE,title,year,volume,number,pages,abstract,author,doi,series,search_set,container_title,author_full
id_1000059;id_1004959,id_1004959,article,editorial notes,2005,16,1,1-5,"this editorial describes the journals philosophy to encourage a diversity of submissions to information systems research. while acknowledging the contributions of previous editorsinchief, new initiatives are introduced. in particular, the journal encourages submission of research notes and will commission an annual special issue on a novel topic of significance to the information systems community. editorial changes to the board are discussed and the incoming senior editors and associate editors are introduced",sambamurthy,101287/isre10500048,,,info syst res,"Sambamurthy, Vallabh"
id_1000059;id_1004959,id_1000059,article,editorial notes,2014,25,4,667-668,,agarwal,101287/isre20140559,,,info syst res,"Agarwal, Ritu"
id_1000059;id_1004960,id_1000059,article,editorial notes,2014,25,4,667-668,,agarwal,101287/isre20140559,,,info syst res,"Agarwal, Ritu"
id_1000059;id_1004960,id_1004960,article,editorial notes,2005,16,2,107-108,"the synergistic relationship between information systems research and the information systems society is an important element of the information systems academic community. a call is made for members of the community to strengthen this relationship. further, the efforts of the founding generation of is academics in establishing the is community are acknowledged. finally, a new senior editor is introduced",sambamurthy,101287/isre10500060,,,info syst res,"Sambamurthy, Vallabh"
id_1000059;id_1004961,id_1000059,article,editorial notes,2014,25,4,667-668,,agarwal,101287/isre20140559,,,info syst res,"Agarwal, Ritu"
id_1000059;id_1004961,id_1004961,article,editorial notes,2005,16,3,235-236,"this editorial announces a new special issue calling for research on the interplay between digital and social networks. today, both digital and social networks play a crucial role in the structure and conduct of economic activity. therefore, isr seeks to foster research on this important topic. we also note with sadness the passing of a valued member of the information systems community, a great colleague, and a former member of the editorial board of the journal. finally, a new senior editor is introduced",sambamurthy,101287/isre10500066,,,info syst res,"Sambamurthy, Vallabh"
id_1000059;id_1004962,id_1000059,article,editorial notes,2014,25,4,667-668,,agarwal,101287/isre20140559,,,info syst res,"Agarwal, Ritu"
id_1000059;id_1004962,id_1004962,article,editorial notes,2005,16,4,331-333,"this has been truly a momentous year for information systems research. submission volumes are up by more than 100 over the previous years. the accomplishments and the challenges facing the journal are reviewed here. changes to the editorial board, including the appointment of a new senior editor, are announced",sambamurthy,101287/isre10500076,,,info syst res,"Sambamurthy, Vallabh"
id_1000059;id_1004963,id_1000059,article,editorial notes,2014,25,4,667-668,,agarwal,101287/isre20140559,,,info syst res,"Agarwal, Ritu"
id_1000059;id_1004963,id_1004963,article,editorial notes,2006,17,1,1-2,"we announce the appointment of 17 new associate editors for the journal. further, the journal has now migrated to an online system for the submission and review of manuscripts. the system is called manuscript central httpmc.manuscriptcentral.comisr and is similar to the system in use for other informs journals. finally, proposals for a new special issue are invited. these proposals should focus on, and highlight emerging, interdisciplinary research on novel and underresearched phenomena and must adhere to the guidelines developed for the journal",sambamurthy,101287/isre10600085,,,info syst res,"Sambamurthy, Vallabh"
id_1000059;id_1004964,id_1004964,article,editorial notes,2006,17,2,105-106,"we introduce a new type of article, issues and opinions, in this issue. the first article presents an analysis of the publishing opportunities for information systems research in the premier outlets and compares it with the opportunities in other business disciplines. an expansion of the editorial board is announced with the names of 14 new associate editors. finally, the synergy between the journal and the information systems society is once again reiterated",sambamurthy,101287/isre10600090,,,info syst res,"Sambamurthy, Vallabh"
id_1000059;id_1004964,id_1000059,article,editorial notes,2014,25,4,667-668,,agarwal,101287/isre20140559,,,info syst res,"Agarwal, Ritu"
id_1000059;id_1004965,id_1004965,article,editorial notes,2006,17,3,197,"information systems research continues to grow with submission increases, in no small part due to greater interest in the journal from asian academics. the journal welcomes manuscripts on important and interesting phenomena from the global community of is scholars. a new special issue on flexible and distributed information systems development is announced",sambamurthy,101287/isre10600099,,,info syst res,"Sambamurthy, Vallabh"
id_1000059;id_1004965,id_1000059,article,editorial notes,2014,25,4,667-668,,agarwal,101287/isre20140559,,,info syst res,"Agarwal, Ritu"
id_1000059;id_1004966,id_1000059,article,editorial notes,2014,25,4,667-668,,agarwal,101287/isre20140559,,,info syst res,"Agarwal, Ritu"
id_1000059;id_1004966,id_1004966,article,editorial notes,2007,18,1,1-3,"the performance of the journal in 2006 is reviewed. editorial transitions, including the appointment of new senior and associate editors are described. finally, proposals for a new special issue are invited. these proposals should focus on and highlight emerging, interdisciplinary research on novel and underresearched phenomena and must adhere to the guidelines developed for the journal",sambamurthy,101287/isre10700117,,,info syst res,"Sambamurthy, Vallabh"
